titleId;ordering;title;region;language;types;attributes;isOriginalTitle;tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres;averageRating;numVotes;pais
tt0010323;1;Das Cabinet des Dr. Caligari;\N;\N;original;\N;1;tt0010323;movie;The Cabinet of Dr. Caligari;Das Cabinet des Dr. Caligari;0;1920;\N;67;Horror,Mystery,Thriller;8.0;73830;Alemanha
tt0012349;1;The Kid;\N;\N;original;\N;1;tt0012349;movie;The Kid;The Kid;0;1921;\N;68;Comedy,Drama,Family;8.2;142161;Estados Unidos da América
tt0013442;1;Nosferatu, eine Symphonie des Grauens;\N;\N;original;\N;1;tt0013442;movie;Nosferatu: A Symphony of Horror;Nosferatu, eine Symphonie des Grauens;0;1922;\N;94;Fantasy,Horror;7.8;119572;Alemanha
tt0015324;1;Sherlock Jr.;\N;\N;original;\N;1;tt0015324;movie;Sherlock Jr.;Sherlock Jr.;0;1924;\N;45;Action,Comedy,Romance;8.2;62836;Estados Unidos da América
tt0015648;1;Bronenosets Potyomkin;\N;\N;original;\N;1;tt0015648;movie;Battleship Potemkin;Bronenosets Potyomkin;0;1925;\N;66;Drama,History,Thriller;7.9;63615;União Soviética
tt0015864;1;The Gold Rush;\N;\N;original;\N;1;tt0015864;movie;The Gold Rush;The Gold Rush;0;1925;\N;95;Adventure,Comedy,Drama;8.1;124964;Estados Unidos da América
tt0017136;1;Metropolis;\N;\N;original;\N;1;tt0017136;movie;Metropolis;Metropolis;0;1927;\N;153;Drama,Sci-Fi;8.3;195691;Alemanha
tt0017925;1;The General;\N;\N;original;\N;1;tt0017925;movie;The General;The General;0;1926;\N;78;Action,Adventure,Comedy;8.1;103444;Estados Unidos da América
tt0018455;1;Sunrise: A Song of Two Humans;\N;\N;original;\N;1;tt0018455;movie;Sunrise;Sunrise: A Song of Two Humans;0;1927;\N;94;Drama,Romance;8.1;55617;Estados Unidos da América
tt0018773;1;The Circus;\N;\N;original;\N;1;tt0018773;movie;The Circus;The Circus;0;1928;\N;72;Comedy,Family,Romance;8.1;37581;Estados Unidos da América
tt0019254;1;La passion de Jeanne d'Arc;\N;\N;original;\N;1;tt0019254;movie;The Passion of Joan of Arc;La passion de Jeanne d'Arc;0;1928;\N;114;Biography,Drama,History;8.1;65721;França
tt0020629;1;All Quiet on the Western Front;\N;\N;original;\N;1;tt0020629;movie;All Quiet on the Western Front;All Quiet on the Western Front;0;1930;\N;152;Drama,War;8.1;70339;Estados Unidos da América
tt0021749;1;City Lights;\N;\N;original;\N;1;tt0021749;movie;City Lights;City Lights;0;1931;\N;87;Comedy,Drama,Romance;8.5;208291;Estados Unidos da América
tt0021814;1;Dracula;\N;\N;original;\N;1;tt0021814;movie;Dracula;Dracula;0;1931;\N;75;Drama,Fantasy,Horror;7.3;62403;Estados Unidos da América
tt0021884;1;Frankenstein;\N;\N;original;\N;1;tt0021884;movie;Frankenstein;Frankenstein;0;1931;\N;70;Drama,Horror,Sci-Fi;7.8;84026;Estados Unidos da América
tt0022100;1;M - Eine Stadt sucht einen Mörder;\N;\N;original;\N;1;tt0022100;movie;M;M - Eine Stadt sucht einen Mörder;0;1931;\N;99;Crime,Mystery,Thriller;8.3;178160;Alemanha
tt0022913;1;Freaks;\N;\N;original;\N;1;tt0022913;movie;Freaks;Freaks;0;1932;\N;64;Drama,Horror;7.8;53001;Estados Unidos da América
tt0023245;1;The Mummy;\N;\N;original;\N;1;tt0023245;movie;The Mummy;The Mummy;0;1932;\N;73;Fantasy,Horror;7.0;32037;Estados Unidos da América
tt0023427;1;Scarface;\N;\N;original;\N;1;tt0023427;movie;Scarface;Scarface;0;1932;\N;93;Action,Crime,Drama;7.7;32115;Estados Unidos da América
tt0023969;1;Duck Soup;\N;\N;original;\N;1;tt0023969;movie;Duck Soup;Duck Soup;0;1933;\N;69;Comedy,Musical;7.7;64351;Estados Unidos da América
tt0024184;1;The Invisible Man;\N;\N;original;\N;1;tt0024184;movie;The Invisible Man;The Invisible Man;0;1933;\N;71;Horror,Sci-Fi;7.6;42316;Estados Unidos da América
tt0024216;1;King Kong;\N;\N;original;\N;1;tt0024216;movie;King Kong;King Kong;0;1933;\N;100;Adventure,Horror;7.9;94010;Estados Unidos da América
tt0025316;1;It Happened One Night;\N;\N;original;\N;1;tt0025316;movie;It Happened One Night;It Happened One Night;0;1934;\N;105;Comedy,Romance;8.1;117227;Estados Unidos da América
tt0025878;1;The Thin Man;\N;\N;original;\N;1;tt0025878;movie;The Thin Man;The Thin Man;0;1934;\N;91;Comedy,Crime,Mystery;7.9;33995;Estados Unidos da América
tt0026029;1;The 39 Steps;\N;\N;original;\N;1;tt0026029;movie;The 39 Steps;The 39 Steps;0;1935;\N;86;Crime,Mystery,Thriller;7.6;64312;Reino Unido
tt0026138;1;The Bride of Frankenstein;\N;\N;original;\N;1;tt0026138;movie;Bride of Frankenstein;The Bride of Frankenstein;0;1935;\N;75;Drama,Horror,Sci-Fi;7.8;56105;Estados Unidos da América
tt0026778;1;A Night at the Opera;\N;\N;original;\N;1;tt0026778;movie;A Night at the Opera;A Night at the Opera;0;1935;\N;96;Comedy,Music,Musical;7.8;35762;Estados Unidos da América
tt0027977;1;Modern Times;\N;\N;original;\N;1;tt0027977;movie;Modern Times;Modern Times;0;1936;\N;87;Comedy,Drama,Romance;8.5;274902;Estados Unidos da América
tt0028950;1;La grande illusion;\N;\N;original;\N;1;tt0028950;movie;The Grand Illusion;La grande illusion;0;1937;\N;113;Drama,War;8.1;40275;França
tt0029583;1;Snow White and the Seven Dwarfs;\N;\N;original;\N;1;tt0029583;movie;Snow White and the Seven Dwarfs;Snow White and the Seven Dwarfs;0;1937;\N;83;Adventure,Animation,Family;7.6;232095;Estados Unidos da América
tt0029843;1;The Adventures of Robin Hood;\N;\N;original;\N;1;tt0029843;movie;The Adventures of Robin Hood;The Adventures of Robin Hood;0;1938;\N;102;Action,Adventure,Romance;7.9;56508;Estados Unidos da América
tt0029947;1;Bringing Up Baby;\N;\N;original;\N;1;tt0029947;movie;Bringing Up Baby;Bringing Up Baby;0;1938;\N;102;Comedy;7.8;68589;Estados Unidos da América
tt0030341;1;The Lady Vanishes;\N;\N;original;\N;1;tt0030341;movie;The Lady Vanishes;The Lady Vanishes;0;1938;\N;96;Crime,Drama,Mystery;7.7;59731;Reino Unido
tt0031381;1;Gone with the Wind;\N;\N;original;\N;1;tt0031381;movie;Gone with the Wind;Gone with the Wind;0;1939;\N;238;Drama,Romance,War;8.2;348269;Estados Unidos da América
tt0031679;1;Mr. Smith Goes to Washington;\N;\N;original;\N;1;tt0031679;movie;Mr. Smith Goes to Washington;Mr. Smith Goes to Washington;0;1939;\N;129;Comedy,Drama;8.1;126725;Estados Unidos da América
tt0031885;1;La règle du jeu;\N;\N;original;\N;1;tt0031885;movie;The Rules of the Game;La règle du jeu;0;1939;\N;110;Comedy,Drama;7.9;32628;França
tt0031971;1;Stagecoach;\N;\N;original;\N;1;tt0031971;movie;Stagecoach;Stagecoach;0;1939;\N;96;Adventure,Drama,Western;7.8;56908;Estados Unidos da América
tt0032138;1;The Wizard of Oz;\N;\N;original;\N;1;tt0032138;movie;The Wizard of Oz;The Wizard of Oz;0;1939;\N;102;Adventure,Family,Fantasy;8.1;453083;Estados Unidos da América
tt0032455;1;Fantasia;\N;\N;original;\N;1;tt0032455;movie;Fantasia;Fantasia;0;1940;\N;124;Animation,Family,Fantasy;7.7;108443;Estados Unidos da América
tt0032551;1;The Grapes of Wrath;\N;\N;original;\N;1;tt0032551;movie;The Grapes of Wrath;The Grapes of Wrath;0;1940;\N;129;Drama;8.1;105838;Estados Unidos da América
tt0032553;1;The Great Dictator;\N;\N;original;\N;1;tt0032553;movie;The Great Dictator;The Great Dictator;0;1940;\N;125;Comedy,Drama,War;8.4;250259;Estados Unidos da América
tt0032599;1;His Girl Friday;\N;\N;original;\N;1;tt0032599;movie;His Girl Friday;His Girl Friday;0;1940;\N;92;Comedy,Drama,Romance;7.8;65991;Estados Unidos da América
tt0032904;1;The Philadelphia Story;\N;\N;original;\N;1;tt0032904;movie;The Philadelphia Story;The Philadelphia Story;0;1940;\N;112;Comedy,Romance;7.8;76633;Estados Unidos da América
tt0032910;1;Pinocchio;\N;\N;original;\N;1;tt0032910;movie;Pinocchio;Pinocchio;0;1940;\N;88;Adventure,Animation,Comedy;7.5;167534;Estados Unidos da América
tt0032976;1;Rebecca;\N;\N;original;\N;1;tt0032976;movie;Rebecca;Rebecca;0;1940;\N;130;Drama,Mystery,Romance;8.1;159729;Estados Unidos da América
tt0033045;1;The Shop Around the Corner;\N;\N;original;\N;1;tt0033045;movie;The Shop Around the Corner;The Shop Around the Corner;0;1940;\N;99;Comedy,Drama,Romance;8.0;41855;Estados Unidos da América
tt0033467;1;Citizen Kane;\N;\N;original;\N;1;tt0033467;movie;Citizen Kane;Citizen Kane;0;1941;\N;119;Drama,Mystery;8.3;483926;Estados Unidos da América
tt0033563;1;Dumbo;\N;\N;original;\N;1;tt0033563;movie;Dumbo;Dumbo;0;1941;\N;64;Adventure,Animation,Drama;7.2;147794;Estados Unidos da América
tt0033870;1;The Maltese Falcon;\N;\N;original;\N;1;tt0033870;movie;The Maltese Falcon;The Maltese Falcon;0;1941;\N;100;Crime,Drama,Film-Noir;7.9;171493;Estados Unidos da América
tt0034248;1;Suspicion;\N;\N;original;\N;1;tt0034248;movie;Suspicion;Suspicion;0;1941;\N;99;Drama,Film-Noir,Mystery;7.3;45136;Estados Unidos da América
tt0034398;1;The Wolf Man;\N;\N;original;\N;1;tt0034398;movie;The Wolf Man;The Wolf Man;0;1941;\N;70;Horror,Mystery,Romance;7.2;33064;Estados Unidos da América
tt0034492;1;Bambi;\N;\N;original;\N;1;tt0034492;movie;Bambi;Bambi;0;1942;\N;69;Adventure,Animation,Drama;7.3;160716;Estados Unidos da América
tt0034583;1;Casablanca;\N;\N;original;\N;1;tt0034583;movie;Casablanca;Casablanca;0;1942;\N;102;Drama,Romance,War;8.5;635699;Estados Unidos da América
tt0035446;1;To Be or Not to Be;\N;\N;original;\N;1;tt0035446;movie;To Be or Not to Be;To Be or Not to Be;0;1942;\N;99;Comedy,Romance,War;8.1;47620;Estados Unidos da América
tt0036342;1;Shadow of a Doubt;\N;\N;original;\N;1;tt0036342;movie;Shadow of a Doubt;Shadow of a Doubt;0;1943;\N;108;Drama,Film-Noir,Mystery;7.8;73434;Estados Unidos da América
tt0036613;1;Arsenic and Old Lace;\N;\N;original;\N;1;tt0036613;movie;Arsenic and Old Lace;Arsenic and Old Lace;0;1944;\N;118;Comedy,Crime,Thriller;7.9;77187;Estados Unidos da América
tt0036775;1;Double Indemnity;\N;\N;original;\N;1;tt0036775;movie;Double Indemnity;Double Indemnity;0;1944;\N;107;Crime,Drama,Film-Noir;8.3;175909;Estados Unidos da América
tt0036855;1;Gaslight;\N;\N;original;\N;1;tt0036855;movie;Gaslight;Gaslight;0;1944;\N;114;Crime,Drama,Mystery;7.8;36223;Estados Unidos da América
tt0036868;1;The Best Years of Our Lives;\N;\N;original;\N;1;tt0036868;movie;The Best Years of Our Lives;The Best Years of Our Lives;0;1946;\N;170;Drama,Romance,War;8.1;75283;Estados Unidos da América
tt0037008;1;Laura;\N;\N;original;\N;1;tt0037008;movie;Laura;Laura;0;1944;\N;88;Drama,Film-Noir,Mystery;7.9;54041;Estados Unidos da América
tt0037017;1;Lifeboat;\N;\N;original;\N;1;tt0037017;movie;Lifeboat;Lifeboat;0;1944;\N;97;Drama,War;7.6;32736;Estados Unidos da América
tt0037382;1;To Have and Have Not;\N;\N;original;\N;1;tt0037382;movie;To Have and Have Not;To Have and Have Not;0;1944;\N;100;Adventure,Comedy,Drama;7.8;39898;Estados Unidos da América
tt0037558;1;Brief Encounter;\N;\N;original;\N;1;tt0037558;movie;Brief Encounter;Brief Encounter;0;1945;\N;86;Drama,Romance;8.0;46834;Reino Unido
tt0037884;1;The Lost Weekend;\N;\N;original;\N;1;tt0037884;movie;The Lost Weekend;The Lost Weekend;0;1945;\N;101;Drama,Film-Noir;7.9;42069;Estados Unidos da América
tt0037913;1;Mildred Pierce;\N;\N;original;\N;1;tt0037913;movie;Mildred Pierce;Mildred Pierce;0;1945;\N;111;Crime,Drama,Film-Noir;7.9;30281;Estados Unidos da América
tt0038109;1;Spellbound;\N;\N;original;\N;1;tt0038109;movie;Spellbound;Spellbound;0;1945;\N;111;Drama,Film-Noir,Mystery;7.5;54796;Estados Unidos da América
tt0038355;1;The Big Sleep;\N;\N;original;\N;1;tt0038355;movie;The Big Sleep;The Big Sleep;0;1946;\N;114;Crime,Drama,Film-Noir;7.9;93601;Estados Unidos da América
tt0038559;1;Gilda;\N;\N;original;\N;1;tt0038559;movie;Gilda;Gilda;0;1946;\N;110;Drama,Film-Noir,Romance;7.6;37482;Estados Unidos da América
tt0038650;1;It's a Wonderful Life;\N;\N;original;\N;1;tt0038650;movie;It's a Wonderful Life;It's a Wonderful Life;0;1946;\N;130;Drama,Family,Fantasy;8.6;530725;Estados Unidos da América
tt0038787;1;Notorious;\N;\N;original;\N;1;tt0038787;movie;Notorious;Notorious;0;1946;\N;102;Drama,Film-Noir,Mystery;7.9;111378;Estados Unidos da América
tt0038890;1;Roma città aperta;\N;\N;original;\N;1;tt0038890;movie;Rome, Open City;Roma città aperta;0;1945;\N;103;Drama,Thriller,War;8.0;32320;Itália
tt0038991;1;The Stranger;\N;\N;original;\N;1;tt0038991;movie;The Stranger;The Stranger;0;1946;\N;95;Crime,Drama,Film-Noir;7.3;30005;Estados Unidos da América
tt0039628;1;Miracle on 34th Street;\N;\N;original;\N;1;tt0039628;movie;Miracle on 34th Street;Miracle on 34th Street;0;1947;\N;96;Comedy,Drama,Family;7.9;58152;Estados Unidos da América
tt0039689;1;Out of the Past;\N;\N;original;\N;1;tt0039689;movie;Out of the Past;Out of the Past;0;1947;\N;97;Crime,Drama,Film-Noir;8.0;42862;Estados Unidos da América
tt0040506;1;Key Largo;\N;\N;original;\N;1;tt0040506;movie;Key Largo;Key Largo;0;1948;\N;100;Action,Crime,Drama;7.7;45800;Estados Unidos da América
tt0040522;1;Ladri di biciclette;\N;\N;original;\N;1;tt0040522;movie;Bicycle Thieves;Ladri di biciclette;0;1948;\N;89;Drama;8.2;186714;Itália
tt0040525;1;The Lady from Shanghai;\N;\N;original;\N;1;tt0040525;movie;The Lady from Shanghai;The Lady from Shanghai;0;1947;\N;87;Crime,Drama,Film-Noir;7.5;35535;Estados Unidos da América
tt0040724;1;Red River;\N;\N;original;\N;1;tt0040724;movie;Red River;Red River;0;1948;\N;133;Drama,Western;7.7;36562;Estados Unidos da América
tt0040725;1;The Red Shoes;\N;\N;original;\N;1;tt0040725;movie;The Red Shoes;The Red Shoes;0;1948;\N;135;Drama,Music,Romance;8.1;41799;Reino Unido
tt0040746;1;Rope;\N;\N;original;\N;1;tt0040746;movie;Rope;Rope;0;1948;\N;80;Crime,Drama,Mystery;7.9;161146;Estados Unidos da América
tt0040897;1;The Treasure of the Sierra Madre;\N;\N;original;\N;1;tt0040897;movie;The Treasure of the Sierra Madre;The Treasure of the Sierra Madre;0;1948;\N;126;Adventure,Drama,Western;8.2;138202;Estados Unidos da América
tt0041546;1;Kind Hearts and Coronets;\N;\N;original;\N;1;tt0041546;movie;Kind Hearts and Coronets;Kind Hearts and Coronets;0;1949;\N;106;Comedy,Crime;8.0;40959;Reino Unido
tt0041959;1;The Third Man;\N;\N;original;\N;1;tt0041959;movie;The Third Man;The Third Man;0;1949;\N;104;Drama,Film-Noir,Mystery;8.1;190733;Reino Unido
tt0042041;1;White Heat;\N;\N;original;\N;1;tt0042041;movie;White Heat;White Heat;0;1949;\N;114;Action,Crime,Drama;8.1;37383;Estados Unidos da América
tt0042192;1;All About Eve;\N;\N;original;\N;1;tt0042192;movie;All About Eve;All About Eve;0;1950;\N;138;Drama;8.2;145614;Estados Unidos da América
tt0042208;1;The Asphalt Jungle;\N;\N;original;\N;1;tt0042208;movie;The Asphalt Jungle;The Asphalt Jungle;0;1950;\N;112;Crime,Drama,Film-Noir;7.8;31799;Estados Unidos da América
tt0042332;1;Cinderella;\N;\N;original;\N;1;tt0042332;movie;Cinderella;Cinderella;0;1950;\N;74;Animation,Family,Fantasy;7.3;182033;Estados Unidos da América
tt0042546;1;Harvey;\N;\N;original;\N;1;tt0042546;movie;Harvey;Harvey;0;1950;\N;104;Comedy,Drama,Fantasy;7.9;59953;Estados Unidos da América
tt0042593;1;In a Lonely Place;\N;\N;original;\N;1;tt0042593;movie;In a Lonely Place;In a Lonely Place;0;1950;\N;94;Drama,Film-Noir,Mystery;7.9;37648;Estados Unidos da América
tt0042876;1;Rashômon;\N;\N;original;\N;1;tt0042876;movie;Rashomon;Rashômon;0;1950;\N;88;Crime,Drama,Mystery;8.2;190773;Japão
tt0043014;1;Sunset Boulevard;\N;\N;original;\N;1;tt0043014;movie;Sunset Boulevard;Sunset Boulevard;0;1950;\N;110;Drama,Film-Noir;8.4;250429;Estados Unidos da América
tt0043265;1;The African Queen;\N;\N;original;\N;1;tt0043265;movie;The African Queen;The African Queen;0;1951;\N;105;Adventure,Drama,Romance;7.7;87121;Reino Unido, Estados Unidos da América
tt0043274;1;Alice in Wonderland;\N;\N;original;\N;1;tt0043274;movie;Alice in Wonderland;Alice in Wonderland;0;1951;\N;75;Adventure,Animation,Comedy;7.3;161575;Estados Unidos da América
tt0043278;1;An American in Paris;\N;\N;original;\N;1;tt0043278;movie;An American in Paris;An American in Paris;0;1951;\N;114;Drama,Musical,Romance;7.1;38332;Estados Unidos da América
tt0043338;1;Ace in the Hole;\N;\N;original;\N;1;tt0043338;movie;Ace in the Hole;Ace in the Hole;0;1951;\N;111;Drama,Film-Noir;8.1;41040;Estados Unidos da América
tt0043456;1;The Day the Earth Stood Still;\N;\N;original;\N;1;tt0043456;movie;The Day the Earth Stood Still;The Day the Earth Stood Still;0;1951;\N;92;Drama,Sci-Fi;7.7;88266;Estados Unidos da América
tt0044079;1;Strangers on a Train;\N;\N;original;\N;1;tt0044079;movie;Strangers on a Train;Strangers on a Train;0;1951;\N;101;Crime,Drama,Film-Noir;7.9;146120;Estados Unidos da América
tt0044081;1;A Streetcar Named Desire;\N;\N;original;\N;1;tt0044081;movie;A Streetcar Named Desire;A Streetcar Named Desire;0;1951;\N;122;Drama;7.9;117928;Estados Unidos da América
tt0044121;1;The Thing from Another World;\N;\N;original;\N;1;tt0044121;movie;The Thing from Another World;The Thing from Another World;0;1951;\N;87;Horror,Sci-Fi;7.0;35477;Estados Unidos da América
tt0044706;1;High Noon;\N;\N;original;\N;1;tt0044706;movie;High Noon;High Noon;0;1952;\N;85;Drama,Thriller,Western;7.9;114144;Estados Unidos da América
tt0044741;1;Ikiru;\N;\N;original;\N;1;tt0044741;movie;Ikiru;Ikiru;0;1952;\N;143;Drama;8.3;97522;Japão
tt0045061;1;The Quiet Man;\N;\N;original;\N;1;tt0045061;movie;The Quiet Man;The Quiet Man;0;1952;\N;129;Comedy,Drama,Romance;7.7;44521;Estados Unidos da América
tt0045152;1;Singin' in the Rain;\N;\N;original;\N;1;tt0045152;movie;Singin' in the Rain;Singin' in the Rain;0;1952;\N;103;Comedy,Musical,Romance;8.3;274228;Estados Unidos da América
tt0045555;1;The Big Heat;\N;\N;original;\N;1;tt0045555;movie;The Big Heat;The Big Heat;0;1953;\N;89;Crime,Drama,Film-Noir;7.9;31247;Estados Unidos da América
tt0045793;1;From Here to Eternity;\N;\N;original;\N;1;tt0045793;movie;From Here to Eternity;From Here to Eternity;0;1953;\N;118;Drama,Romance,War;7.6;53049;Estados Unidos da América
tt0045810;1;Gentlemen Prefer Blondes;\N;\N;original;\N;1;tt0045810;movie;Gentlemen Prefer Blondes;Gentlemen Prefer Blondes;0;1953;\N;91;Comedy,Musical,Romance;7.1;45614;Estados Unidos da América
tt0046183;1;Peter Pan;\N;\N;original;\N;1;tt0046183;movie;Peter Pan;Peter Pan;0;1953;\N;77;Adventure,Animation,Family;7.3;160617;Estados Unidos da América
tt0046250;1;Roman Holiday;\N;\N;original;\N;1;tt0046250;movie;Roman Holiday;Roman Holiday;0;1953;\N;118;Comedy,Drama,Romance;8.0;154131;Estados Unidos da América
tt0046268;1;Le salaire de la peur;\N;\N;original;\N;1;tt0046268;movie;The Wages of Fear;Le salaire de la peur;0;1953;\N;156;Adventure,Drama,Thriller;8.1;71155;França, Itália
tt0046303;1;Shane;\N;\N;original;\N;1;tt0046303;movie;Shane;Shane;0;1953;\N;118;Drama,Western;7.6;46272;Estados Unidos da América
tt0046359;1;Stalag 17;\N;\N;original;\N;1;tt0046359;movie;Stalag 17;Stalag 17;0;1953;\N;120;Comedy,Drama,War;7.9;60397;Estados Unidos da América
tt0046438;1;Tôkyô monogatari;\N;\N;original;\N;1;tt0046438;movie;Tokyo Story;Tôkyô monogatari;0;1953;\N;137;Drama;8.1;74780;Japão
tt0046534;1;The War of the Worlds;\N;\N;original;\N;1;tt0046534;movie;The War of the Worlds;The War of the Worlds;0;1953;\N;87;Action,Sci-Fi,Thriller;7.0;40274;Estados Unidos da América
tt0046672;1;20,000 Leagues Under the Sea;\N;\N;original;\N;1;tt0046672;movie;20,000 Leagues Under the Sea;20,000 Leagues Under the Sea;0;1954;\N;127;Adventure,Drama,Family;7.2;39165;Estados Unidos da América
tt0046816;1;The Caine Mutiny;\N;\N;original;\N;1;tt0046816;movie;The Caine Mutiny;The Caine Mutiny;0;1954;\N;124;Drama,War;7.7;31396;Estados Unidos da América
tt0046911;1;Les diaboliques;\N;\N;original;\N;1;tt0046911;movie;Diabolique;Les diaboliques;0;1955;\N;117;Crime,Drama,Horror;8.1;71760;França
tt0046912;1;Dial M for Murder;\N;\N;original;\N;1;tt0046912;movie;Dial M for Murder;Dial M for Murder;0;1954;\N;105;Crime,Drama,Mystery;8.2;199181;Estados Unidos da América
tt0047034;1;Gojira;\N;\N;original;\N;1;tt0047034;movie;Godzilla;Gojira;0;1954;\N;96;Horror,Sci-Fi;7.6;43431;Japão
tt0047296;1;On the Waterfront;\N;\N;original;\N;1;tt0047296;movie;On the Waterfront;On the Waterfront;0;1954;\N;108;Crime,Drama,Thriller;8.1;173499;Estados Unidos da América
tt0047396;1;Rear Window;\N;\N;original;\N;1;tt0047396;movie;Rear Window;Rear Window;0;1954;\N;112;Drama,Mystery,Thriller;8.5;550731;Estados Unidos da América
tt0047437;1;Sabrina;\N;\N;original;\N;1;tt0047437;movie;Sabrina;Sabrina;0;1954;\N;113;Comedy,Drama,Romance;7.6;73629;Estados Unidos da América
tt0047478;1;Shichinin no samurai;\N;\N;original;\N;1;tt0047478;movie;Seven Samurai;Shichinin no samurai;0;1954;\N;207;Action,Drama;8.6;387780;Japão
tt0047528;1;La strada;\N;\N;original;\N;1;tt0047528;movie;La Strada;La strada;0;1954;\N;108;Drama;8.0;68548;Itália
tt0047673;1;White Christmas;\N;\N;original;\N;1;tt0047673;movie;White Christmas;White Christmas;0;1954;\N;120;Comedy,Musical,Romance;7.5;55264;Estados Unidos da América
tt0048021;1;Du rififi chez les hommes;\N;\N;original;\N;1;tt0048021;movie;Rififi;Du rififi chez les hommes;0;1955;\N;118;Crime,Drama,Thriller;8.1;38220;França
tt0048028;1;East of Eden;\N;\N;original;\N;1;tt0048028;movie;East of Eden;East of Eden;0;1955;\N;118;Drama;7.8;50581;Estados Unidos da América
tt0048280;1;Lady and the Tramp;\N;\N;original;\N;1;tt0048280;movie;Lady and the Tramp;Lady and the Tramp;0;1955;\N;76;Adventure,Animation,Comedy;7.3;156395;Estados Unidos da América
tt0048281;1;The Ladykillers;\N;\N;original;\N;1;tt0048281;movie;The Ladykillers;The Ladykillers;0;1955;\N;91;Comedy,Crime;7.6;33076;Reino Unido
tt0048424;1;The Night of the Hunter;\N;\N;original;\N;1;tt0048424;movie;The Night of the Hunter;The Night of the Hunter;0;1955;\N;92;Crime,Drama,Film-Noir;8.0;103327;Estados Unidos da América
tt0048545;1;Rebel Without a Cause;\N;\N;original;\N;1;tt0048545;movie;Rebel Without a Cause;Rebel Without a Cause;0;1955;\N;111;Drama;7.6;101193;Estados Unidos da América
tt0048605;1;The Seven Year Itch;\N;\N;original;\N;1;tt0048605;movie;The Seven Year Itch;The Seven Year Itch;0;1955;\N;105;Comedy,Romance;7.0;44800;Estados Unidos da América
tt0048728;1;To Catch a Thief;\N;\N;original;\N;1;tt0048728;movie;To Catch a Thief;To Catch a Thief;0;1955;\N;106;Drama,Mystery,Romance;7.4;84100;Estados Unidos da América
tt0048750;1;The Trouble with Harry;\N;\N;original;\N;1;tt0048750;movie;The Trouble with Harry;The Trouble with Harry;0;1955;\N;99;Comedy,Mystery;7.0;42947;Estados Unidos da América
tt0049223;1;Forbidden Planet;\N;\N;original;\N;1;tt0049223;movie;Forbidden Planet;Forbidden Planet;0;1956;\N;98;Adventure,Sci-Fi;7.5;55756;Estados Unidos da América
tt0049261;1;Giant;\N;\N;original;\N;1;tt0049261;movie;Giant;Giant;0;1956;\N;201;Drama,Western;7.6;44041;Estados Unidos da América
tt0049366;1;Invasion of the Body Snatchers;\N;\N;original;\N;1;tt0049366;movie;Invasion of the Body Snatchers;Invasion of the Body Snatchers;0;1956;\N;80;Drama,Horror,Sci-Fi;7.7;57772;Estados Unidos da América
tt0049406;1;The Killing;\N;\N;original;\N;1;tt0049406;movie;The Killing;The Killing;0;1956;\N;84;Crime,Drama,Film-Noir;7.9;102483;Estados Unidos da América
tt0049470;1;The Man Who Knew Too Much;\N;\N;original;\N;1;tt0049470;movie;The Man Who Knew Too Much;The Man Who Knew Too Much;0;1956;\N;120;Crime,Drama,Mystery;7.4;73588;Estados Unidos da América
tt0049730;1;The Searchers;\N;\N;original;\N;1;tt0049730;movie;The Searchers;The Searchers;0;1956;\N;119;Adventure,Western;7.8;100817;Estados Unidos da América
tt0049833;1;The Ten Commandments;\N;\N;original;\N;1;tt0049833;movie;The Ten Commandments;The Ten Commandments;0;1956;\N;220;Adventure,Drama,Family;7.9;81739;Estados Unidos da América
tt0050083;1;12 Angry Men;\N;\N;original;\N;1;tt0050083;movie;12 Angry Men;12 Angry Men;0;1957;\N;96;Crime,Drama;9.0;935762;Estados Unidos da América
tt0050105;1;An Affair to Remember;\N;\N;original;\N;1;tt0050105;movie;An Affair to Remember;An Affair to Remember;0;1957;\N;115;Drama,Romance;7.4;34842;Estados Unidos da América
tt0050212;1;The Bridge on the River Kwai;\N;\N;original;\N;1;tt0050212;movie;The Bridge on the River Kwai;The Bridge on the River Kwai;0;1957;\N;161;Adventure,Drama,War;8.1;243426;Reino Unido, Estados Unidos da América
tt0050419;1;Funny Face;\N;\N;original;\N;1;tt0050419;movie;Funny Face;Funny Face;0;1957;\N;103;Comedy,Musical,Romance;7.0;34629;Estados Unidos da América
tt0050613;1;Kumonosu-jô;\N;\N;original;\N;1;tt0050613;movie;Throne of Blood;Kumonosu-jô;0;1957;\N;110;Drama;8.0;58447;Japão
tt0050783;1;Le notti di Cabiria;\N;\N;original;\N;1;tt0050783;movie;Nights of Cabiria;Le notti di Cabiria;0;1957;\N;110;Drama;8.1;55190;Itália, França
tt0050825;1;Paths of Glory;\N;\N;original;\N;1;tt0050825;movie;Paths of Glory;Paths of Glory;0;1957;\N;88;Drama,War;8.4;227692;Estados Unidos da América
tt0050976;1;Det sjunde inseglet;\N;\N;original;\N;1;tt0050976;movie;The Seventh Seal;Det sjunde inseglet;0;1957;\N;96;Drama,Fantasy;8.1;210040;Suécia
tt0050986;1;Smultronstället;\N;\N;original;\N;1;tt0050986;movie;Wild Strawberries;Smultronstället;0;1957;\N;92;Drama,Romance;8.1;121351;Suécia
